run_accession,experiment_accession,sample_accession,study_accession,sample_alias,library_name,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model,read_count,base_count,fastq_ftp,fastq_md5,fastq_bytes,submitted_ftp,queried_accession,fastq_r1_ftp,fastq_r2_ftp,fastq_r1_https,fastq_r2_https,fastq_r1_md5,fastq_r2_md5,fastq_r1_bytes,fastq_r2_bytes,total_fastq_gb
SRR9879274,SRX6631832,SAMN12421234,PRJNA557841,GSM3995411,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,30517348,6103469600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_2.fastq.gz,4e01b118db8ad0749c2615a78d536b90;28c78ee29e969e1a9c744a112a9df2f3,1637044510;1656865821,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879274/SRR9879274_2.fastq.gz,4e01b118db8ad0749c2615a78d536b90,28c78ee29e969e1a9c744a112a9df2f3,1637044510.0,1656865821.0,3.29
SRR9879272,SRX6631830,SAMN12421236,PRJNA557841,GSM3995409,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,31181135,6236227000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,27194c120c8205ac16e02d5ac3401b6b;68a6d6c86934f35656787e7846781269,1705692423;1712086752,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,27194c120c8205ac16e02d5ac3401b6b,68a6d6c86934f35656787e7846781269,1705692423.0,1712086752.0,3.42
SRR9879273,SRX6631831,SAMN12421235,PRJNA557841,GSM3995410,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,32776729,6555345800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,80dca7ebdb38f39796a3260bdf24da94;25b02ba700a0f82fcb608e5bc4c5b04f,1746988143;1794464181,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,80dca7ebdb38f39796a3260bdf24da94,25b02ba700a0f82fcb608e5bc4c5b04f,1746988143.0,1794464181.0,3.54
SRR9879291,SRX6631849,SAMN12421219,PRJNA557841,GSM3995428,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,29376976,5875395200,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_2.fastq.gz,6c7d05fe67b0deb4f0341013d7e073da;2a52eba422d22d733d175da9ca4f98da,1796648212;1823994764,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879291/SRR9879291_2.fastq.gz,6c7d05fe67b0deb4f0341013d7e073da,2a52eba422d22d733d175da9ca4f98da,1796648212.0,1823994764.0,3.62
SRR8526720,SRX5329531,SAMN10868678,PRJNA520852,GSM3589676,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,30607979,6182811758,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_2.fastq.gz,67f8ef01d251bcf9fda612653028daf5;77f3911a5012b38f7735fd58cc0b9ac6,2353793632;2548020511,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8526720/SRR8526720_2.fastq.gz,67f8ef01d251bcf9fda612653028daf5,77f3911a5012b38f7735fd58cc0b9ac6,2353793632.0,2548020511.0,4.9
SRR8526726,SRX5329537,SAMN10868672,PRJNA520852,GSM3589682,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,34377682,6944291764,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_2.fastq.gz,7ba8cb03550fd7fb85249b6de9093621;ac18e31797144ac8930a51903abe0da1,2449594276;2602493301,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/006/SRR8526726/SRR8526726_2.fastq.gz,7ba8cb03550fd7fb85249b6de9093621,ac18e31797144ac8930a51903abe0da1,2449594276.0,2602493301.0,5.05
SRR8526725,SRX5329536,SAMN10868673,PRJNA520852,GSM3589681,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,33354913,6737692426,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_2.fastq.gz,5932acef93e74e2942a244426680f156;b338c2b35819793a9555fe22b7e8c4f5,2497862791;2590047744,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8526725/SRR8526725_2.fastq.gz,5932acef93e74e2942a244426680f156,b338c2b35819793a9555fe22b7e8c4f5,2497862791.0,2590047744.0,5.09
SRR8526718,SRX5329529,SAMN10868680,PRJNA520852,GSM3589674,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,33533293,6773725186,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_2.fastq.gz,3dab28b872db4f2f350a494072b92741;537a3c6c533459a1970b62a162264556,2566003366;2780048559,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8526718/SRR8526718_2.fastq.gz,3dab28b872db4f2f350a494072b92741,537a3c6c533459a1970b62a162264556,2566003366.0,2780048559.0,5.35
SRR8526723,SRX5329534,SAMN10868675,PRJNA520852,GSM3589679,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,36849850,7443669700,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_2.fastq.gz,aaa605050f943fca086ac49aff891b2b;da370d815dfdc7209a0d7ee0fda908d0,2792753611;3023492064,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8526723/SRR8526723_2.fastq.gz,aaa605050f943fca086ac49aff891b2b,da370d815dfdc7209a0d7ee0fda908d0,2792753611.0,3023492064.0,5.82
SRR8526727,SRX5329538,SAMN10868671,PRJNA520852,GSM3589683,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,38636333,7804539266,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_2.fastq.gz,2ee4038ad12b866206536c50d31c3da1;0660d6b21660f09749bf8b1fdea664b2,2841525929;3010979482,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8526727/SRR8526727_2.fastq.gz,2ee4038ad12b866206536c50d31c3da1,0660d6b21660f09749bf8b1fdea664b2,2841525929.0,3010979482.0,5.85
SRR8526721,SRX5329532,SAMN10868677,PRJNA520852,GSM3589677,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,36442254,7361335308,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_2.fastq.gz,701e206d0e08db328be9322f5a76d5a5;8a0c85e09e4c375f5aca31695d5ca97c,2800352357;3059069297,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8526721/SRR8526721_2.fastq.gz,701e206d0e08db328be9322f5a76d5a5,8a0c85e09e4c375f5aca31695d5ca97c,2800352357.0,3059069297.0,5.86
SRR8526722,SRX5329533,SAMN10868676,PRJNA520852,GSM3589678,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,36443245,7361535490,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_2.fastq.gz,23a527929517473db2a27cd7ebbb2494;6716c6b017878ef3e346e8700243bfe4,2828093673;3039782766,,GSE126044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8526722/SRR8526722_2.fastq.gz,23a527929517473db2a27cd7ebbb2494,6716c6b017878ef3e346e8700243bfe4,2828093673.0,3039782766.0,5.87
