run_accession,experiment_accession,sample_accession,study_accession,sample_alias,library_name,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model,read_count,base_count,fastq_ftp,fastq_md5,fastq_bytes,submitted_ftp,queried_accession,fastq_r1_ftp,fastq_r2_ftp,fastq_r1_https,fastq_r2_https,fastq_r1_md5,fastq_r2_md5,fastq_r1_bytes,fastq_r2_bytes,total_fastq_gb
SRR9879266,SRX6631824,SAMN12419349,PRJNA557841,GSM3995403,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,51199177,10239835400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_2.fastq.gz,eeba4206d51e996df420e949c4700c1a;a93001017bdce5da6a7c4f1dc04e8700,2259376940;2233435917,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9879266/SRR9879266_2.fastq.gz,eeba4206d51e996df420e949c4700c1a,a93001017bdce5da6a7c4f1dc04e8700,2259376940.0,2233435917.0,4.49
SRR9879268,SRX6631826,SAMN12419347,PRJNA557841,GSM3995405,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,8898654,1779730800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_2.fastq.gz,c07bbd6cd801c46338ee61daea271aae;bc9721cacb7f16e8dd1f1bfe84043f6d,515426283;520893544,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9879268/SRR9879268_2.fastq.gz,c07bbd6cd801c46338ee61daea271aae,bc9721cacb7f16e8dd1f1bfe84043f6d,515426283.0,520893544.0,1.04
SRR9879272,SRX6631830,SAMN12421236,PRJNA557841,GSM3995409,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,31181135,6236227000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,27194c120c8205ac16e02d5ac3401b6b;68a6d6c86934f35656787e7846781269,1705692423;1712086752,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879272/SRR9879272_2.fastq.gz,27194c120c8205ac16e02d5ac3401b6b,68a6d6c86934f35656787e7846781269,1705692423.0,1712086752.0,3.42
SRR9879275,SRX6631833,SAMN12421233,PRJNA557841,GSM3995412,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,28898600,5779720000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_2.fastq.gz,9d8e60ee8e0d525c4dc718255634b055;3994db42de4ad6b63440cf48f10de736,1497207950;1525800881,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879275/SRR9879275_2.fastq.gz,9d8e60ee8e0d525c4dc718255634b055,3994db42de4ad6b63440cf48f10de736,1497207950.0,1525800881.0,3.02
SRR9879279,SRX6631837,SAMN12421231,PRJNA557841,GSM3995416,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,41772214,8354442800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_2.fastq.gz,38c0fd541b2ccc047caadb51db4792f0;7b91729e43f1693e73797625fb0a78c7,2617465358;2644801281,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879279/SRR9879279_2.fastq.gz,38c0fd541b2ccc047caadb51db4792f0,7b91729e43f1693e73797625fb0a78c7,2617465358.0,2644801281.0,5.26
SRR9879280,SRX6631838,SAMN12421230,PRJNA557841,GSM3995417,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,31091960,6218392000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_2.fastq.gz,207b20661f16edaeeec583d18321e8ab;f0a51ddbf4b37572aaec04718f376dde,1548410152;1531130179,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879280/SRR9879280_2.fastq.gz,207b20661f16edaeeec583d18321e8ab,f0a51ddbf4b37572aaec04718f376dde,1548410152.0,1531130179.0,3.08
SRR9879282,SRX6631840,SAMN12421228,PRJNA557841,GSM3995419,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,34303399,6860679800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_2.fastq.gz,6fe3c5c5ea1c1c7263b5fe59b50e90e0;5ed69f3885783f2cf5faa5313c805a4f,2102457706;2118774960,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9879282/SRR9879282_2.fastq.gz,6fe3c5c5ea1c1c7263b5fe59b50e90e0,5ed69f3885783f2cf5faa5313c805a4f,2102457706.0,2118774960.0,4.22
SRR9879283,SRX6631841,SAMN12421227,PRJNA557841,GSM3995420,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,25079077,5015815400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_2.fastq.gz,d27119bad9623fd5fcca781b342c6ca3;4f665b80de3e45d851960b2556c655f4,1554210055;1605088321,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879283/SRR9879283_2.fastq.gz,d27119bad9623fd5fcca781b342c6ca3,4f665b80de3e45d851960b2556c655f4,1554210055.0,1605088321.0,3.16
SRR9879284,SRX6631842,SAMN12421226,PRJNA557841,GSM3995421,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,20076858,4015371600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_2.fastq.gz,2f0b9657f46c57e2a670e2f08438c0d7;0b762c355f08aa4bd908a6f5ae893c51,1244652315;1296159222,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9879284/SRR9879284_2.fastq.gz,2f0b9657f46c57e2a670e2f08438c0d7,0b762c355f08aa4bd908a6f5ae893c51,1244652315.0,1296159222.0,2.54
SRR9879285,SRX6631843,SAMN12421225,PRJNA557841,GSM3995422,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,43433905,8686781000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_2.fastq.gz,924de99bcfc61b9aedc00ff60203b695;0857fd4aa616568e35483490f417994b,2719398817;2742331669,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879285/SRR9879285_2.fastq.gz,924de99bcfc61b9aedc00ff60203b695,0857fd4aa616568e35483490f417994b,2719398817.0,2742331669.0,5.46
SRR9879290,SRX6631848,SAMN12421220,PRJNA557841,GSM3995427,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,28909882,5781976400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_2.fastq.gz,215ac468d21113b97ff453abdf7ea1f6;721b3fcf1cd1b180fb109fe749749ea2,1800035289;1825169997,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879290/SRR9879290_2.fastq.gz,215ac468d21113b97ff453abdf7ea1f6,721b3fcf1cd1b180fb109fe749749ea2,1800035289.0,1825169997.0,3.63
SRR9879265,SRX6631823,SAMN12419350,PRJNA557841,GSM3995402,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,34805171,6961034200,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_2.fastq.gz,129f5c8e855120f682f65e6a0edc1b22;484d982c7823b9700854d7642534008d,1607979398;1574430826,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9879265/SRR9879265_2.fastq.gz,129f5c8e855120f682f65e6a0edc1b22,484d982c7823b9700854d7642534008d,1607979398.0,1574430826.0,3.18
SRR9879267,SRX6631825,SAMN12419348,PRJNA557841,GSM3995404,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,59395604,11879120800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_2.fastq.gz,5f82e019a7c6e3073b58700c388b5f87;1127d7a4341ab8866ce48008b625e1a7,3117045232;3129565145,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879267/SRR9879267_2.fastq.gz,5f82e019a7c6e3073b58700c388b5f87,1127d7a4341ab8866ce48008b625e1a7,3117045232.0,3129565145.0,6.25
SRR9879269,SRX6631827,SAMN12421201,PRJNA557841,GSM3995406,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,23810476,4762095200,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_2.fastq.gz,08b51c17a4d8d481e59ddabaf3cdcace;49eafa4a14cbfe5be42f9d10c089c019,1192053964;1183599170,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9879269/SRR9879269_2.fastq.gz,08b51c17a4d8d481e59ddabaf3cdcace,49eafa4a14cbfe5be42f9d10c089c019,1192053964.0,1183599170.0,2.38
SRR9879270,SRX6631828,SAMN12421200,PRJNA557841,GSM3995407,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,37865904,7573180800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_2.fastq.gz,a3ad25ef13ee440448b76059b00314a1;b0572e2079cbf4bc84fc6e262366c4c0,2228330924;2286420865,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9879270/SRR9879270_2.fastq.gz,a3ad25ef13ee440448b76059b00314a1,b0572e2079cbf4bc84fc6e262366c4c0,2228330924.0,2286420865.0,4.51
SRR9879271,SRX6631829,SAMN12421199,PRJNA557841,GSM3995408,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,32932653,6586530600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_2.fastq.gz,fbec15c3e9d980d3779eeecf713084c7;0f2f4e1ccf954b806e16f2d49d868c05,2079790164;2102439143,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9879271/SRR9879271_2.fastq.gz,fbec15c3e9d980d3779eeecf713084c7,0f2f4e1ccf954b806e16f2d49d868c05,2079790164.0,2102439143.0,4.18
SRR9879273,SRX6631831,SAMN12421235,PRJNA557841,GSM3995410,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,32776729,6555345800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,80dca7ebdb38f39796a3260bdf24da94;25b02ba700a0f82fcb608e5bc4c5b04f,1746988143;1794464181,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9879273/SRR9879273_2.fastq.gz,80dca7ebdb38f39796a3260bdf24da94,25b02ba700a0f82fcb608e5bc4c5b04f,1746988143.0,1794464181.0,3.54
SRR9879287,SRX6631845,SAMN12421223,PRJNA557841,GSM3995424,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,36941118,7388223600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_2.fastq.gz,a78aeb10d87e945f498355e709607fc9;62f3a8027411a930b068d4654978183e,1900374152;1933316360,,GSE135222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9879287/SRR9879287_2.fastq.gz,a78aeb10d87e945f498355e709607fc9,62f3a8027411a930b068d4654978183e,1900374152.0,1933316360.0,3.83
SRR11094243,SRX7733066,SAMN14118429,PRJNA606979,GSM4317410,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,363010706,109629233212,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_2.fastq.gz,e24e5d481ef763a79b1313b14ce3169b;52d6243a523cda6fca3f1c3989cd4d3d,23559095039;25763816964,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11094243/SRR11094243_2.fastq.gz,e24e5d481ef763a79b1313b14ce3169b,52d6243a523cda6fca3f1c3989cd4d3d,23559095039.0,25763816964.0,49.32
SRR11094245,SRX7733068,SAMN14118427,PRJNA606979,GSM4317412,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,376371425,113664170350,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_2.fastq.gz,0dea4bbd369d071ff20ef5ebfa641cb3;ce7e3f8519d7a405dffb2917eb0b0d98,26184602956;27878291341,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11094245/SRR11094245_2.fastq.gz,0dea4bbd369d071ff20ef5ebfa641cb3,ce7e3f8519d7a405dffb2917eb0b0d98,26184602956.0,27878291341.0,54.06
SRR11094248,SRX7733069,SAMN14118426,PRJNA606979,GSM4317413,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,50033932,15110247464,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_2.fastq.gz,cdaf5fb3d7dbd463ad7eb589be8587da;426df84ef838542bdb36bcdacecc39d9,3118698596;3318862353,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11094248/SRR11094248_2.fastq.gz,cdaf5fb3d7dbd463ad7eb589be8587da,426df84ef838542bdb36bcdacecc39d9,3118698596.0,3318862353.0,6.44
SRR11094249,SRX7733069,SAMN14118426,PRJNA606979,GSM4317413,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,46842080,14146308160,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_2.fastq.gz,94f05ca45f5fc203e69972493cbe7bc1;4c301a30afd14572e9702179763c5e4c,2909757261;3102598787,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11094249/SRR11094249_2.fastq.gz,94f05ca45f5fc203e69972493cbe7bc1,4c301a30afd14572e9702179763c5e4c,2909757261.0,3102598787.0,6.01
SRR11094253,SRX7733072,SAMN14118423,PRJNA606979,GSM4317416,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,338068454,102096673108,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_2.fastq.gz,d9dd37708af47925e3ddb815d0b49cb8;f35c72c7607f756e002737d986b604a7,18013481532;18537732414,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11094253/SRR11094253_2.fastq.gz,d9dd37708af47925e3ddb815d0b49cb8,f35c72c7607f756e002737d986b604a7,18013481532.0,18537732414.0,36.55
SRR11094247,SRX7733069,SAMN14118426,PRJNA606979,GSM4317413,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,48982761,14792793822,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_2.fastq.gz,9f5c9413e21fa6a607844b0f640ff401;ed8c96ac42a29956f6d6b5ae0e27b8cc,3072631531;3268119692,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/047/SRR11094247/SRR11094247_2.fastq.gz,9f5c9413e21fa6a607844b0f640ff401,ed8c96ac42a29956f6d6b5ae0e27b8cc,3072631531.0,3268119692.0,6.34
